laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Memory_Primary,Memory_Type,Resolution,TouchScreen,Company_Tier,Screen_Weight_Ratio,Cpu_Brand
158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6,256GB SSD,AMD Radeon 520,Windows,1.91,619.0,256.0,SSD,1920x1080,0,HP,8.167539267015707,Intel
650,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,1.14,2450.0,512.0,SSD,1920x1080,0,Lenovo,12.280701754385966,Intel
934,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,2.18,684.99,1.0,HDD,1366x768,0,Dell,7.155963302752293,Intel
558,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.9,1116.99,256.0,SSD,1920x1080,0,Dell,8.210526315789474,Intel
971,HP,ProBook x360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,256GB SSD,Intel HD Graphics 505,Windows,1.45,775.0,256.0,SSD,1366x768,1,HP,8.0,Intel
496,Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,0.91,1950.0,512.0,SSD,1920x1080,0,Asus,13.736263736263735,Intel
165,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Nvidia GeForce MX150,Windows,3.0,805.0,256.0,SSD,1920x1080,0,Acer,5.766666666666667,Intel
403,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows,2.1,1229.56,256.0,SSD,1920x1080,0,Lenovo,7.428571428571428,Intel
298,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.0,1829.0,256.0,SSD,1920x1080,0,Dell,7.8,Intel
1200,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98,895.01,256.0,SSD,1920x1080,0,Dell,7.878787878787879,Intel
625,MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.94,2267.86,256.0,SSD,1920x1080,0,Other,5.3061224489795915,Intel
7,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.2GHz,16,256GB Flash Storage,Intel Iris Pro Graphics,Mac,2.04,2139.97,256.0,Other,2880x1800,0,Other,7.549019607843137,Intel
624,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,1.84,1389.0,512.0,SSD,1920x1080,0,HP,8.478260869565217,Intel
1255,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,2.24,737.0,500.0,HDD,1366x768,0,Dell,6.9642857142857135,Intel
291,Lenovo,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 630,Windows,1.95,1097.0,256.0,SSD,1920x1080,0,Lenovo,8.0,Intel
999,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows,2.25,599.0,500.0,HDD,1366x768,0,Dell,6.933333333333334,Intel
1281,Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,Linux,2.4,289.0,500.0,HDD,1366x768,0,Acer,6.5,Intel
664,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,Windows,2.2,919.0,256.0,SSD,1920x1080,0,Dell,7.09090909090909,Intel
1027,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.54,1887.21,256.0,SSD,1920x1080,0,HP,9.09090909090909,Intel
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,Other,2.2,479.0,1.0,HDD,1920x1080,0,Lenovo,7.09090909090909,Intel
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows,1.86,419.0,128.0,SSD,1366x768,0,Asus,8.387096774193548,Intel
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,Other,1.9,489.9,1.0,HDD,1366x768,0,Lenovo,8.210526315789474,Intel
259,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,Windows,3.0,702.0,256.0,SSD,1920x1080,0,Acer,5.766666666666667,Intel
500,Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,Windows,2.2,579.0,1.0,HDD,1366x768,0,Acer,7.09090909090909,AMD
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,2TB HDD,AMD Radeon 520,Windows,2.71,699.0,2.0,HDD,1920x1080,0,HP,6.3837638376383765,Intel
220,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,Windows,1.4,931.88,256.0,SSD,1920x1080,0,Dell,9.500000000000002,Intel
988,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.73,2049.9,256.0,SSD,1920x1080,0,Asus,6.336996336996338,Intel
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1799.0,256.0,SSD,1920x1080,0,Asus,6.24,Intel
277,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 520,Linux,2.14,735.07,256.0,SSD,1920x1080,0,Dell,7.289719626168224,Intel
88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce GTX 940MX,Windows,1.83,699.0,256.0,SSD,1920x1080,0,HP,8.524590163934425,Intel
968,Lenovo,Thinkpad T460,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.7,1488.99,256.0,SSD,1920x1080,0,Lenovo,8.23529411764706,Intel
1047,HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.95,1195.0,256.0,SSD,1920x1080,0,HP,7.17948717948718,Intel
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Intel HD Graphics 620,Windows,1.6,1299.0,256.0,SSD,1920x1080,1,Dell,8.3125,Intel
611,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,Linux,2.18,465.0,1.0,HDD,1366x768,0,Dell,7.155963302752293,Intel
119,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows,1.63,1084.0,512.0,SSD,1920x1080,0,HP,8.588957055214724,Intel
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows,2.3,1799.0,512.0,SSD,3840x2160,1,Asus,6.782608695652175,Intel
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows,2.5,639.9,256.0,SSD,1600x900,0,HP,6.92,Intel
1015,HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.34,1189.0,256.0,SSD,1920x1080,0,HP,9.925373134328359,Intel
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,1.44,292.0,32.0,Other,1366x768,0,Lenovo,9.722222222222223,Intel
1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows,1.3,1499.0,512.0,SSD,3200x1800,1,Lenovo,10.230769230769232,Intel
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512GB SSD,AMD Radeon 530,Windows,2.2,949.0,512.0,SSD,1920x1080,0,Lenovo,7.09090909090909,AMD
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon 520,Windows,2.1,489.0,1.0,HDD,1920x1080,0,HP,7.428571428571428,AMD
841,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920,Linux,2.1,519.0,1.0,HDD,1920x1080,0,Asus,7.428571428571428,Intel
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows,2.2,1169.0,1.0,HDD,1920x1080,0,Asus,7.09090909090909,Intel
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,Windows,2.67,1925.0,512.0,SSD,1920x1080,0,Lenovo,5.842696629213483,Intel
897,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M420X,Linux,2.18,455.7,1.0,HDD,1366x768,0,Dell,7.155963302752293,Intel
150,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,2.0,344.0,1.0,HDD,1920x1080,0,Asus,7.8,Intel
886,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.6,1690.0,256.0,SSD,1920x1080,0,Dell,7.8125,Intel
1013,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,1.48,2089.0,512.0,SSD,1920x1080,0,HP,9.45945945945946,Intel
159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows,1.74,629.0,256.0,SSD,1920x1080,1,Lenovo,8.045977011494253,Intel
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,1.2,1195.0,128.0,SSD,1920x1080,0,Other,11.083333333333334,Intel
779,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Windows,2.3,1181.27,256.0,SSD,1920x1080,0,Dell,6.782608695652175,Intel
1296,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500GB HDD,Intel HD Graphics,Windows,2.2,379.0,500.0,HDD,1366x768,0,Dell,7.09090909090909,Intel
346,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,274.9,500.0,HDD,1366x768,0,Dell,7.09090909090909,Intel
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows,3.58,1279.0,256.0,SSD,1920x1080,0,Asus,4.832402234636872,Intel
174,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.05,1349.0,256.0,SSD,2160x1440,0,Other,12.38095238095238,Intel
1033,HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.43,2229.0,256.0,SSD,1920x1080,0,HP,9.79020979020979,Intel
364,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Windows,2.36,557.37,2.0,HDD,1366x768,1,Dell,6.610169491525424,Intel
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,2.0,945.0,256.0,SSD,1920x1080,0,Asus,7.0,Intel
70,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,Windows,1.9,549.0,1.0,HDD,1920x1080,0,Lenovo,8.210526315789474,Intel
474,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2TB HDD,AMD Radeon 530,Windows,2.02,759.0,2.0,HDD,1920x1080,0,Dell,7.7227722772277225,Intel
438,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.4,1010.0,256.0,SSD,1920x1080,0,Lenovo,9.500000000000002,Intel
1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.62,798.01,256.0,SSD,1920x1080,1,Dell,8.209876543209877,Intel
982,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,3149.0,256.0,SSD,1920x1080,0,Dell,3.9140271493212673,Intel
1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,2.2,369.0,500.0,HDD,1366x768,0,Asus,7.09090909090909,Intel
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,2.2,369.0,500.0,HDD,1366x768,0,Asus,7.09090909090909,Intel
617,Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1TB SSD,Nvidia Quadro M2200M,Windows,2.5,4899.0,1.0,SSD,3840x2160,0,Lenovo,6.24,Intel
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.2,1749.0,512.0,SSD,1920x1080,0,Lenovo,4.875,Intel
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows,1.7,599.0,128.0,SSD,1920x1080,0,Lenovo,8.23529411764706,Intel
1257,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,1.4,1499.0,512.0,SSD,1920x1080,0,Lenovo,9.500000000000002,Intel
353,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows,1.88,1607.96,512.0,SSD,1920x1080,0,Dell,8.297872340425533,Intel
1157,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.4,1142.8,128.0,SSD,1920x1080,0,Other,6.5,Intel
847,Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Other,1.5,325.0,16.0,Other,1366x768,0,Lenovo,9.333333333333334,Intel
1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows,4.6,2749.99,256.0,SSD,1920x1080,0,Lenovo,3.7608695652173916,Intel
1264,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,1.6,875.0,500.0,HDD,1366x768,0,Dell,8.75,Intel
767,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,2868.99,256.0,SSD,3840x2160,0,Dell,3.5294117647058822,Intel
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,2.2,369.0,500.0,HDD,1366x768,0,Asus,7.09090909090909,Intel
231,Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,1TB HDD,AMD Radeon R7 M445,Windows,2.3,859.01,1.0,HDD,1920x1080,1,Dell,6.782608695652175,Intel
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Other,2.1,349.0,500.0,HDD,1920x1080,0,HP,7.428571428571428,Intel
215,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,779.0,1.0,HDD,1920x1080,0,Acer,6.5,Intel
708,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.56,819.0,1.0,HDD,1920x1080,0,Dell,6.09375,Intel
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,AMD Radeon 530,Windows,1.91,568.9,128.0,SSD,1920x1080,0,HP,8.167539267015707,AMD
460,Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.65,1345.0,256.0,SSD,1920x1080,0,Lenovo,8.484848484848484,Intel
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,1.05,2226.0,512.0,SSD,1920x1080,0,Other,12.666666666666666,Intel
522,Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows,1.1,245.0,32.0,Other,1366x768,0,Asus,10.545454545454545,Intel
677,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Linux,2.1,412.0,128.0,SSD,1366x768,0,Acer,7.428571428571428,Intel
369,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,1.86,639.0,1.0,HDD,1920x1080,0,HP,8.387096774193548,Intel
741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,2.4,559.0,500.0,HDD,1366x768,0,Acer,6.5,Intel
48,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows,3.2,1299.0,256.0,SSD,1920x1080,0,Asus,5.40625,AMD
98,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R5 M430,Linux,2.2,599.9,1.0,HDD,1920x1080,0,Dell,7.09090909090909,Intel
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.5,1189.0,128.0,SSD,1920x1080,0,Lenovo,6.24,Intel
50,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,2.8,466.0,1.0,HDD,1366x768,0,Asus,6.178571428571429,Intel
1282,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500GB HDD,Intel HD Graphics,Windows,2.2,379.0,500.0,HDD,1366x768,0,Dell,7.09090909090909,Intel
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,Windows,2.04,521.47,1.0,HDD,1366x768,1,HP,7.647058823529411,Intel
400,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.7,1349.0,256.0,SSD,1920x1080,0,Other,6.407407407407407,Intel
37,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7130U 2.7GHz,4,1TB HDD,Intel HD Graphics 620,Linux,2.1,367.0,1.0,HDD,1366x768,0,Acer,7.428571428571428,Intel
324,Acer,TravelMate B,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,Windows,1.4,485.0,128.0,Other,1366x768,0,Acer,8.285714285714286,Intel
382,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows,1.59,553.0,128.0,SSD,1366x768,0,Lenovo,7.295597484276729,Intel
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256GB SSD,AMD Radeon 520,Windows,1.91,478.89,256.0,SSD,1920x1080,0,HP,8.167539267015707,AMD
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,Windows,2.2,613.0,1.0,HDD,1920x1080,0,Acer,7.09090909090909,Intel
9,Asus,ZenBook UX430UN,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Nvidia GeForce MX150,Windows,1.3,1495.0,512.0,SSD,1920x1080,0,Asus,10.769230769230768,Intel
132,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,2.5,928.0,256.0,SSD,1920x1080,0,HP,6.92,Intel
36,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,Windows,1.44,249.0,64.0,Other,1366x768,0,Lenovo,9.722222222222223,Intel
1022,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,1.64,1049.26,256.0,SSD,1920x1080,0,HP,8.536585365853659,Intel
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Intel HD Graphics 520,Windows,1.48,2041.0,512.0,SSD,2560x1440,1,HP,8.986486486486488,Intel
957,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,2.2,1119.0,256.0,SSD,1366x768,0,Other,7.09090909090909,Intel
18,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.9GHz,16,512GB SSD,AMD Radeon Pro 560,Other,1.83,2858.0,512.0,SSD,2880x1800,0,Other,8.415300546448087,Intel
1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,3.52,1312.49,128.0,SSD,1920x1080,0,Asus,4.9147727272727275,Intel
1314,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows,1.17,209.0,32.0,Other,1366x768,0,HP,9.914529914529915,Intel
