,laptop_ID,Company,TypeName,Inches,Ram,Weight,Price_euros,Width,Height,Touchscreen,CPU_Company,CPU_Type,CPU_GHZ,GPU_Company,GPU_Type,Memory_Size,Memory_Type,OpSys_Main,Model
330,630,LifeBook,Notebook,15.6,8.0,2.2,799.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,A557
331,720,Vostro,Notebook,15.6,8.0,1.98,726.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Linux,5568
332,796,Legion,Gaming,15.6,4.0,2.4,999.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,1TB,HDD,Windows,Y520-15IKBN
333,916,ThinkPad,Notebook,15.6,8.0,1.95,1962.99,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,512GB,SSD,Windows,T570
334,526,FX753VE-GC155T,Gaming,17.3,16.0,3.0,1504.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,(i7-7700HQ/16GB/1TB
335,931,GE72VR,Gaming,17.3,16.0,2.7,1599.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,6RF
336,377,Aspire,Notebook,15.6,4.0,2.1,426.0,1366.0,768.0,0,AMD,A9,3GHz,AMD,,128GB,SSD,Windows,3
337,882,IdeaPad,Notebook,15.6,4.0,2.2,479.0,1920.0,1080.0,0,Intel,i3,2GHz,AMD,,1TB,HDD,No,110-15ISK
338,468,TravelMate,Netbook,11.6,4.0,1.4,435.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,128GB,SSD,Windows,B
339,204,Inspiron,Gaming,15.6,16.0,2.65,1845.0,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,7577
340,891,EliteBook,2 in 1 Convertible,13.3,4.0,1.28,1700.0,1920.0,1080.0,1,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,x360
341,710,IdeaPad,Notebook,15.6,8.0,2.2,429.0,1366.0,768.0,0,AMD,A12,3.6GHz,AMD,,1TB,HDD,Windows,320-15ABR
342,1219,IdeaPad,Notebook,15.6,8.0,2.2,629.0,1366.0,768.0,0,Intel,i7,2.5GHz,Nvidia,,500GB,HDD,No,310-15ISK
343,15,MacBook,Ultrabook,12.0,8.0,0.92,1262.4,2304.0,1440.0,0,Intel,m3,1.2GHz,Intel,,256GB,SSD,macOS,"12"""
344,154,Inspiron,Gaming,15.6,8.0,2.62,899.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,0TB,Hybrid,Windows,7567
345,159,Yoga,2 in 1 Convertible,14.0,4.0,1.74,629.0,1920.0,1080.0,1,Intel,i3,2.4GHz,Intel,,256GB,SSD,Windows,520-14IKB
346,21,Vivobook,Netbook,11.6,2.0,0.98,191.9,1366.0,768.0,0,Intel,x5,1.44GHz,Intel,,32GB,Flash Storage,Windows,E200HA
347,653,IdeaPad,Notebook,14.0,4.0,1.43,274.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,32GB,Flash Storage,Windows,100S-14IBR
348,769,Legion,Gaming,15.6,8.0,2.5,1048.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,Y520-15IKBN
349,809,ZBook,Workstation,15.6,8.0,3.14,2064.9,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,,256GB,SSD,Windows,17
350,152,Aspire,Notebook,15.6,4.0,2.1,447.0,1366.0,768.0,0,Intel,i3,2GHz,Intel,,1TB,HDD,Windows,A315-51
351,352,Stream,Notebook,14.0,2.0,1.44,279.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,32GB,Flash Storage,Windows,14-AX001nv
352,772,Zenbook,Ultrabook,13.3,8.0,1.2,1129.0,3200.0,1800.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,UX330UA-AH5Q
353,48,Rog,Gaming,17.3,8.0,3.2,1299.0,1920.0,1080.0,0,AMD,Ryzen 1700,3GHz,AMD,RX 580,256GB,SSD +  1TB HDD,Windows,Strix
354,969,Alienware,Gaming,17.3,16.0,4.36,3154.0,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,17
355,708,Inspiron,Gaming,15.6,8.0,2.56,819.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,1TB,HDD,Windows,5577
356,254,MacBook,Ultrabook,13.3,8.0,1.37,2040.0,2560.0,1600.0,0,Intel,i5,3.1GHz,Intel,,512GB,SSD,macOS,Pro
357,1056,Tecra,Notebook,15.6,16.0,2.4,1425.0,1920.0,1080.0,0,Intel,i7,2.5GHz,Nvidia,,256GB,SSD,Windows,A50-C-218
358,3,250,Notebook,15.6,8.0,1.86,575.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,No,G6
359,357,Elitebook,Notebook,15.6,8.0,1.84,1304.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,850
360,1242,Inspiron,2 in 1 Convertible,15.0,4.0,2.08,509.0,1920.0,1080.0,1,Intel,i3,2.4GHz,Intel,,500GB,HDD,Windows,5578
361,313,IdeaPad,Notebook,15.6,8.0,2.3,819.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,128GB,SSD +  1TB HDD,Windows,320-15IKB
362,559,Alienware,Gaming,17.3,16.0,4.42,2699.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,17
363,1258,IdeaPad,Notebook,15.6,6.0,2.2,597.57,1920.0,1080.0,0,AMD,A12,3.6GHz,AMD,,256GB,SSD,Windows,320-15ABR
364,890,ProBook,Notebook,15.6,4.0,2.04,839.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,450
365,1304,IdeaPad,Notebook,14.0,2.0,1.5,229.0,1366.0,768.0,0,Intel,N3050,1.6GHz,Intel,,64GB,Flash Storage,Windows,100S-14IBR
366,1145,15-bs078cl,Notebook,15.6,8.0,2.04,629.0,1366.0,768.0,0,Intel,i7,2.7GHz,Intel,,2TB,HDD,Windows,(i7-7500U/8GB/2TB/W10)
367,895,Inspiron,Notebook,15.6,4.0,2.2,369.0,1366.0,768.0,0,Intel,N3710,1.6GHz,Intel,,500GB,HDD,Windows,3552
368,906,Portege,Notebook,13.3,8.0,1.05,1475.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,X30-D-10V
369,1253,15-bs023nv,Notebook,15.6,4.0,2.1,478.0,1920.0,1080.0,0,Intel,i3,2GHz,Intel,,1TB,HDD,Windows,(i3-6006U/4GB/1TB/FHD/W10)
370,878,ThinkPad,2 in 1 Convertible,13.3,8.0,1.37,1950.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,Yoga
371,383,Inspiron,Notebook,15.6,4.0,1.8,309.0,1366.0,768.0,0,Intel,N3060,1.60GHz,Intel,,500GB,HDD,Windows,3552
372,1061,GT72S,Gaming,17.3,16.0,3.78,1545.64,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,Dominator
373,1168,V110-15ISK,Notebook,15.6,4.0,1.9,339.0,1366.0,768.0,0,Intel,i3,2.0GHz,Intel,,1TB,HDD,No,(i3-6006U/4GB/1TB/No
374,222,Probook,Notebook,14.0,8.0,1.63,1031.0,1920.0,1080.0,0,Intel,i7,1.8GHz,Nvidia,,256GB,SSD,Windows,440
375,189,Inspiron,Notebook,17.3,16.0,2.77,1549.0,1920.0,1080.0,1,Intel,i7,1.8GHz,Nvidia,,512GB,SSD,Windows,7773
376,1029,Portege,Notebook,13.3,8.0,1.5,1210.0,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,256GB,SSD,Windows,A30-C-1CZ
377,318,ES1-523-84K7,Notebook,15.6,8.0,2.23,469.0,1920.0,1080.0,0,AMD,A8,2.2GHz,AMD,,256GB,SSD,Windows,(A8-7410/8GB/256GB/FHD/W10)
378,141,IdeaPad,Notebook,15.6,4.0,2.2,499.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,1TB,HDD,No,320-15IKBN
379,560,17-X047na,Notebook,17.3,8.0,2.65,544.15,1600.0,900.0,0,Intel,i3,2GHz,Intel,,1TB,HDD,Windows,(i3-6006U/8GB/1TB/W10)
380,268,Vostro,Notebook,15.6,4.0,2.18,657.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Windows,3568
381,326,IdeaPad,Notebook,17.3,4.0,2.79,589.0,1600.0,900.0,0,Intel,i5,2.5GHz,Nvidia,,1TB,HDD,Windows,320-17IKB
382,1180,Pavilion,Gaming,15.6,8.0,2.62,899.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,1TB,HDD,Windows,15-cb003nv
383,945,EliteBook,Ultrabook,12.5,4.0,1.26,1579.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,500GB,HDD,Windows,820
384,1114,G752VY-GC162T,Gaming,17.3,16.0,4.3,2299.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,(i7-6700HQ/16GB/1TB
385,261,15-BW094nd,Notebook,15.6,8.0,1.91,445.9,1366.0,768.0,0,AMD,A6,2.5GHz,AMD,,128GB,SSD,Windows,(A6-9220/8GB/128GB/W10)
386,126,Probook,Notebook,17.3,16.0,2.5,1271.0,1920.0,1080.0,0,Intel,i7,1.8GHz,Nvidia,,512GB,SSD,Windows,470
387,22,Legion,Gaming,15.6,8.0,2.5,999.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,Y520-15IKBN
388,368,IdeaPad,Notebook,17.3,6.0,2.8,719.0,1600.0,900.0,0,Intel,i5,2.5GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,320-17IKB
389,391,Thinkpad,Ultrabook,14.0,8.0,1.13,2282.0,2560.0,1440.0,0,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,X1
390,1245,Vostro,Notebook,15.6,4.0,2.18,521.86,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Linux,3568
391,774,TravelMate,Notebook,13.3,4.0,1.6,655.0,1366.0,768.0,0,Intel,i5,2.3GHz,Intel,,128GB,SSD,Windows,P238-M
392,417,ThinkPad,Workstation,15.6,8.0,2.67,1925.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,,512GB,SSD,Windows,P51
393,739,Inspiron,Notebook,15.6,12.0,2.25,649.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,Windows,3567
394,791,Tecra,Ultrabook,14.0,16.0,1.47,1764.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,,512GB,SSD,Windows,Z40-C-161
395,930,Probook,Notebook,13.3,8.0,1.49,960.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,430
396,591,Chromebook,Netbook,11.6,4.0,1.26,295.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,16GB,Flash Storage,Chrome,11
397,1239,GP62MVR,Gaming,15.6,8.0,2.2,1476.11,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,6RF
398,736,Inspiron,Notebook,15.6,8.0,2.32,589.52,1366.0,768.0,0,Intel,i5,2.5GHz,AMD,,1TB,HDD,Linux,5567
399,221,IdeaPad,Notebook,17.3,8.0,2.8,589.0,1600.0,900.0,0,Intel,i5,2.5GHz,Nvidia,GTX,1TB,HDD,No,320-17IKB
400,231,Inspiron,Notebook,15.6,16.0,2.3,859.01,1920.0,1080.0,1,Intel,i7,2.7GHz,AMD,,1TB,HDD,Windows,5567
401,692,Yoga,2 in 1 Convertible,13.3,8.0,1.19,1499.0,1920.0,1080.0,1,Intel,i7,1.8GHz,Intel,,512GB,SSD,Windows,730
402,5,MacBook,Ultrabook,13.3,8.0,1.37,1803.6,2560.0,1600.0,0,Intel,i5,3.1GHz,Intel,,256GB,SSD,macOS,Pro
403,500,Aspire,Notebook,15.6,8.0,2.2,579.0,1366.0,768.0,0,AMD,A10,2.5GHz,AMD,RX 540,1TB,HDD,Windows,5
404,734,Inspiron,Notebook,15.6,8.0,2.2,719.0,1920.0,1080.0,0,Intel,i5,1.6GHz,AMD,,128GB,SSD +  1TB HDD,Windows,5570
405,175,17-bs001nv,Notebook,17.3,6.0,2.71,699.0,1920.0,1080.0,0,Intel,i5,2.5GHz,AMD,,2TB,HDD,Windows,(i5-7200U/6GB/2TB/Radeon
406,1235,IdeaPad,Notebook,17.3,8.0,2.8,539.0,1600.0,900.0,0,Intel,i5,2.5GHz,Intel,,1TB,HDD,No,320-17IKB
407,812,XPS,Notebook,15.6,8.0,2.06,1749.0,3840.0,2160.0,1,Intel,i5,2.5GHz,Nvidia,GTX,256GB,SSD,Windows,15
408,641,Ideapad,Notebook,15.6,4.0,2.2,579.0,1920.0,1080.0,0,Intel,i3,2GHz,Nvidia,,1TB,HDD,Windows,320-15ISK
409,42,Inspiron,Gaming,15.6,16.0,2.65,1499.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,7577
410,1054,Yoga,2 in 1 Convertible,15.6,4.0,1.8,847.0,1920.0,1080.0,1,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,500-15ISK
411,395,ThinkPad,2 in 1 Convertible,14.0,16.0,1.42,2509.0,2560.0,1440.0,1,Intel,i7,2.7GHz,Intel,,512GB,SSD,Windows,X1
412,139,V110-15IAP,Notebook,15.6,4.0,1.9,252.36,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,1TB,HDD,No,(N3350/4GB/1TB/No
413,1223,Inspiron,Notebook,15.6,8.0,2.36,889.0,1920.0,1080.0,0,Intel,i5,2.5GHz,AMD,,256GB,SSD,Windows,5567
414,428,LapBook,Notebook,12.3,6.0,1.4,449.0,2736.0,1824.0,0,Intel,N3450,1.1GHz,Intel,,64GB,Flash Storage,Windows,12.3
415,594,Thinkpad,Ultrabook,14.0,12.0,1.4,1673.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Intel,,256GB,SSD,Windows,T460s
416,1216,Aspire,Notebook,15.6,4.0,2.1,272.0,1366.0,768.0,0,Intel,N3350,2GHz,Intel,,1TB,HDD,Linux,3
417,493,Precision,Workstation,15.6,16.0,2.17,2338.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,,512GB,SSD,Windows,3520
418,721,VivoBook,Notebook,14.0,4.0,1.5,298.0,1920.0,1080.0,0,Intel,N3350,1.1GHz,Intel,,32GB,Flash Storage,Windows,E403NA
419,1206,XPS,Ultrabook,13.3,8.0,1.23,1099.0,3200.0,1800.0,1,Intel,i5,2.4GHz,Intel,,256GB,SSD,Linux,13
420,320,Inspiron,Notebook,15.6,8.0,2.33,844.0,1920.0,1080.0,0,Intel,i5,1.6GHz,AMD,,128GB,SSD +  1TB HDD,Windows,5570
421,310,IdeaPad,Notebook,15.6,4.0,2.2,359.99,1366.0,768.0,0,Intel,N4200,1.1GHz,Intel,,1TB,HDD,No,320-15IAP
422,629,Inspiron,Notebook,15.6,4.0,2.2,776.0,1920.0,1080.0,0,Intel,i5,1.6GHz,AMD,,1TB,HDD,Windows,5570
423,506,ThinkPad,Notebook,15.6,8.0,2.3,911.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,L570
424,1082,Inspiron,2 in 1 Convertible,13.3,8.0,1.62,798.01,1920.0,1080.0,1,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,5368
425,1018,Portege,Notebook,13.3,4.0,1.2,1195.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,128GB,SSD,Windows,Z30-C-16H
426,465,Surface,Ultrabook,13.5,8.0,1.25,1799.0,2256.0,1504.0,1,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,Laptop
427,1283,IdeaPad,Notebook,15.6,8.0,2.6,899.0,1920.0,1080.0,0,Intel,i7,2.6GHz,Nvidia,GTX,1TB,HDD,Windows,Y700-15ISK
428,1247,GL62M,Gaming,15.6,8.0,2.2,1149.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,7RDX
429,471,Thinkpad,Notebook,15.6,8.0,2.67,2090.0,1920.0,1080.0,0,Intel,i7,2.9GHz,Nvidia,,256GB,SSD,Windows,P51
430,503,Ideapad,Notebook,15.6,8.0,2.17,898.9,1920.0,1080.0,0,Intel,i7,1.8GHz,Intel,,256GB,SSD,Windows,520-15IKBR
431,404,ThinkPad,Notebook,14.0,8.0,1.9,938.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,L470
432,249,Yoga,2 in 1 Convertible,13.9,8.0,1.38,1079.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,910-13IKB
433,1010,Spectre,Ultrabook,13.3,8.0,1.11,1349.0,1920.0,1080.0,1,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,13-V111dx
434,255,Inspiron,2 in 1 Convertible,15.6,8.0,2.08,819.0,1920.0,1080.0,1,Intel,i7,1.8GHz,Intel,,1TB,HDD,Windows,5579
435,492,ThinkPad,Notebook,14.0,8.0,1.75,1049.0,1920.0,1080.0,0,Intel,i5,1.6GHz,Intel,,256GB,SSD,Windows,E480
436,746,GS63VR,Gaming,15.6,16.0,1.8,2094.48,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,7RF
437,424,EliteBook,Ultrabook,14.0,8.0,1.43,1500.0,1920.0,1080.0,0,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,1040
438,282,Aspire,Notebook,15.6,8.0,2.2,745.0,1920.0,1080.0,0,Intel,i7,1.8GHz,Nvidia,,1TB,HDD,Windows,A515-51G
439,1264,Latitude,Notebook,14.0,4.0,1.6,875.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,500GB,HDD,Windows,5480
440,788,Vivobook,Notebook,15.6,8.0,2.0,581.9,1920.0,1080.0,0,Intel,N4200,1.1GHz,Intel,,128GB,SSD,Windows,Max
441,118,Spectre,2 in 1 Convertible,13.3,8.0,1.26,1398.99,1920.0,1080.0,1,Intel,i5,1.6GHz,Intel,,256GB,SSD,Windows,x360
442,575,IdeaPad,Notebook,15.6,4.0,2.2,344.0,1920.0,1080.0,0,Intel,N4200,1.1GHz,Intel,,500GB,HDD,Windows,320-15IAP
443,978,ProBook,Notebook,15.6,8.0,2.04,846.5,1366.0,768.0,0,Intel,i5,2.50GHz,Nvidia,,1TB,HDD,Windows,450
444,250,Inspiron,Notebook,15.6,8.0,2.2,985.0,1920.0,1080.0,0,Intel,i7,1.8GHz,AMD,,128GB,SSD +  2TB HDD,Windows,5570
445,687,Aspire,Gaming,15.6,16.0,2.5,1299.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,256GB,SSD,Windows,VX5-591G
446,806,Latitude,Notebook,15.6,8.0,1.95,810.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,128GB,SSD,Windows,3580
447,324,TravelMate,Notebook,11.6,4.0,1.4,485.0,1366.0,768.0,0,Intel,N3710,1.6GHz,Intel,,128GB,Flash Storage,Windows,B
448,248,Inspiron,Gaming,15.6,8.0,2.56,879.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,256GB,SSD,Windows,5577
449,1281,Aspire,Notebook,15.6,4.0,2.4,289.0,1366.0,768.0,0,Intel,N3060,1.6GHz,Intel,,500GB,HDD,Linux,ES1-531
450,307,IdeaPad,Notebook,17.3,6.0,2.8,649.0,1600.0,900.0,0,Intel,i5,2.5GHz,Nvidia,GTX,1TB,HDD,Windows,320-17IKB
451,207,Legion,Gaming,15.6,16.0,3.2,1749.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD +  1TB HDD,Windows,Y720-15IKB
452,1188,250,Notebook,15.6,8.0,1.96,679.0,1920.0,1080.0,0,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,G5
453,933,GL62M,Gaming,15.6,8.0,2.2,1119.91,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,7RD
454,611,Vostro,Notebook,15.6,4.0,2.18,465.0,1366.0,768.0,0,Intel,i3,2GHz,AMD,,1TB,HDD,Linux,3568
455,1207,Predator,Gaming,17.3,16.0,4.2,2599.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,G9-793
456,451,Omen,Gaming,15.6,8.0,2.2,1099.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,15-AX205na
457,745,Inspiron,2 in 1 Convertible,13.3,8.0,1.55,659.0,1920.0,1080.0,1,Intel,i5,1.6GHz,Intel,,1TB,HDD,Windows,5379
458,501,Rog,Gaming,17.3,24.0,4.33,1269.0,1920.0,1080.0,1,Intel,i7,2.6GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,G752VL-UH71T
459,125,IdeaPad,Notebook,15.6,8.0,2.2,629.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,No,320-15IKBN
460,958,Yoga,2 in 1 Convertible,11.3,8.0,1.1,1299.0,1920.0,1080.0,1,Intel,m7,1.2GHz,Intel,,256GB,SSD,Windows,700-11ISK
461,1011,Aspire,Notebook,15.6,4.0,2.4,380.0,1366.0,768.0,0,Intel,N4200,1.1GHz,Intel,,500GB,HDD,Windows,ES1-533
462,693,Alienware,Gaming,15.6,16.0,3.49,2813.75,1920.0,1080.0,0,Intel,i7,2.9GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,15
463,725,110-15ACL,Notebook,15.6,4.0,2.19,298.0,1366.0,768.0,0,AMD,A6,2GHz,AMD,,500GB,HDD,Windows,(A6-7310/4GB/500GB/W10)
464,232,Vivobook,Notebook,15.6,8.0,2.0,769.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,Windows,X541UV-DM1217T
465,612,GS63VR,Gaming,15.6,16.0,1.8,2299.0,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  2TB HDD,Windows,7RF
466,615,Yoga,2 in 1 Convertible,15.6,8.0,2.0,1299.0,1920.0,1080.0,1,Intel,i7,2.8GHz,Intel,,256GB,SSD,Windows,720-15IKB
467,1197,ProBook,Notebook,15.6,4.0,2.07,650.0,1366.0,768.0,0,Intel,i3,2.3GHz,Intel,,500GB,HDD,Windows,450
468,1047,Probook,Notebook,14.0,8.0,1.95,1195.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,256GB,SSD,Windows,640
469,684,Zenbook,Ultrabook,14.0,8.0,1.1,1135.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,3
470,338,UX510UX-CN269T,Notebook,14.0,8.0,2.0,1334.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD +  1TB HDD,Windows,(i7-7500U/8GB/256GB
471,1301,X556UJ-XO044T,Notebook,15.6,4.0,2.2,720.32,1366.0,768.0,0,Intel,i7,2.5GHz,Nvidia,,500GB,HDD,Windows,(i7-6500U/4GB/500GB/GeForce
472,683,GP62,Gaming,15.6,16.0,2.4,1294.0,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,7RDX
473,108,Pavilion,Notebook,14.0,6.0,1.58,659.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,Windows,14-BK001nv
474,1141,Yoga,2 in 1 Convertible,10.1,4.0,0.69,479.0,1920.0,1200.0,1,Intel,x5,1.44GHz,Intel,,64GB,Flash Storage,Windows,Book
475,1102,ThinkPad,Notebook,14.0,8.0,1.7,1199.0,1920.0,1080.0,0,Intel,i5,2.3GHz,Intel,,180GB,SSD,Windows,T460
476,727,ProBook,Notebook,17.3,8.0,2.63,1200.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,,256GB,SSD,Windows,470
477,1043,Probook,Notebook,17.3,8.0,2.63,1080.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Nvidia,,256GB,SSD,Windows,470
478,36,IdeaPad,Notebook,14.0,4.0,1.44,249.0,1366.0,768.0,0,Intel,N3350,1.1GHz,Intel,,64GB,Flash Storage,Windows,120S-14IAP
479,676,Tecra,Notebook,15.6,8.0,2.0,1258.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,256GB,SSD,Windows,Z50-D-10E
480,767,Alienware,Gaming,15.6,16.0,4.42,2868.99,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,256GB,SSD +  1TB HDD,Windows,17
481,1088,ProBook,Notebook,13.3,8.0,1.49,1090.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,430
482,735,Inspiron,2 in 1 Convertible,13.3,4.0,1.71,649.0,1920.0,1080.0,1,Intel,i3,2.4GHz,Intel,,1TB,HDD,Windows,5378
483,438,Thinkpad,Notebook,13.3,8.0,1.4,1010.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Intel,,256GB,SSD,Windows,13
484,673,Satellite,Notebook,15.6,4.0,2.1,498.0,1366.0,768.0,0,Intel,i3,2.1GHz,Intel,,128GB,SSD,Windows,Pro
485,597,TP501UA-CJ131T,2 in 1 Convertible,15.6,8.0,2.2,739.0,1366.0,768.0,1,Intel,i5,2.5GHz,Intel,,1TB,HDD,Windows,(i5-7200U/8GB/1TB/W10)
486,662,250,Notebook,15.6,4.0,1.86,364.9,1366.0,768.0,0,Intel,i3,2GHz,Intel,,500GB,HDD,No,G6
487,137,15-BS078nr,Notebook,15.6,8.0,2.05,598.0,1366.0,768.0,0,Intel,i7,2.7GHz,Intel,,1TB,HDD,Windows,(i7-7500U/8GB/1TB/W10)
488,592,GT80S,Gaming,17.3,16.0,4.5,2349.0,1920.0,1080.0,0,Intel,i7,2.7GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,6QE
489,672,GP72VR,Gaming,17.3,8.0,2.7,1486.77,1920.0,1080.0,0,Intel,i7,2.8GHz,Nvidia,GTX,128GB,SSD +  1TB HDD,Windows,Leopard
490,817,Inspiron,Gaming,15.6,16.0,2.62,1679.0,3840.0,2160.0,0,Intel,i7,2.8GHz,Nvidia,GTX,512GB,SSD,Windows,7567
491,980,Latitude,Notebook,15.6,4.0,1.9,825.0,1366.0,768.0,0,Intel,i5,2.5GHz,Intel,,500GB,HDD,Windows,5580
492,78,IdeaPad,Notebook,15.6,8.0,2.2,519.0,1920.0,1080.0,0,Intel,i5,2.5GHz,Intel,,2TB,HDD,No,320-15IKBN
493,601,V320-17ISK,Notebook,17.3,4.0,2.8,529.0,1920.0,1080.0,0,Intel,i3,2GHz,Intel,,500GB,HDD,No,(i3-6006U/4GB/500GB/FHD/No
494,227,Portege,Ultrabook,13.3,8.0,1.2,1363.0,1920.0,1080.0,0,Intel,i7,2.5GHz,Intel,,256GB,SSD,Windows,Z30-C-16L
